date,asset,open,high,low,close,volume,raw_open,raw_close,adj_factor,up_limit,down_limit
2024-01-05,SYN11,10.508596,10.614774,10.40351,10.509678,100000,10.508596,10.509678,1,11.559455,9.4577362
2024-01-08,SYN00,9.7134777,9.8106124,9.6036715,9.7006783,100000,9.7134777,9.7006783,1,10.684825,8.7421299
2024-01-08,SYN01,10.068159,10.180104,9.9674776,10.079311,100000,10.068159,10.079311,1,11.074975,9.0613433
2024-01-08,SYN02,9.5488203,9.6575096,9.4533321,9.5618907,100000,9.5488203,9.5618907,1,10.503702,8.5939382
2024-01-08,SYN03,9.9295026,10.028798,9.8221491,9.9213627,100000,9.9295026,9.9213627,1,10.922453,8.9365524
2024-01-08,SYN04,9.8909775,9.9898873,9.7920519,9.8909616,100000,9.8909775,9.8909616,1,10.880075,8.9018798
2024-01-08,SYN05,10.292001,10.394921,10.16294,10.265596,100000,10.292001,10.265596,1,11.321201,9.2628009
2024-01-08,SYN06,10.140667,10.242074,10.038315,10.139712,100000,10.140667,10.139712,1,11.154734,9.1266005
2024-01-08,SYN07,9.6497291,9.7462264,9.5218899,9.6180706,100000,9.6497291,9.6180706,1,10.614702,8.6847562
2024-01-08,SYN08,9.8684122,9.9670963,9.7625003,9.8611114,100000,9.8684122,9.8611114,1,10.855253,8.8815709
2024-01-08,SYN09,9.9188675,10.053205,9.8196789,9.9536681,100000,9.9188675,9.9536681,1,10.910754,8.9269808
2024-01-08,SYN10,9.863106,9.9837995,9.7644749,9.88495,100000,9.863106,9.88495,1,10.849417,8.8767954
2024-01-08,SYN11,10.586416,10.708327,10.480552,10.602304,100000,10.586416,10.602304,1,11.645058,9.5277744
2024-01-09,SYN00,9.9427089,10.063609,9.8432818,9.9639691,100000,9.9427089,9.9639691,1,10.93698,8.948438
2024-01-09,SYN01,9.9905359,10.099021,9.8906305,9.9990308,100000,9.9905359,9.9990308,1,10.989589,8.9914823
2024-01-09,SYN02,9.4317446,9.5633734,9.3374271,9.4686865,100000,9.4317446,9.4686865,1,10.374919,8.4885701
2024-01-09,SYN03,9.9063254,10.012884,9.8072621,9.9137464,100000,9.9063254,9.9137464,1,10.896958,8.9156928
2024-01-09,SYN04,10.03474,10.159971,9.9343925,10.059377,100000,10.03474,10.059377,1,11.038214,9.0312659
2024-01-09,SYN05,10.42259,10.526816,10.302288,10.406352,100000,10.42259,10.406352,1,11.464849,9.3803309
2024-01-09,SYN06,9.9994747,10.099469,9.8708855,9.9705914,100000,9.9994747,9.9705914,1,10.999422,8.9995273
2024-01-09,SYN07,9.4910525,9.585963,9.3921826,9.4870531,100000,9.4910525,9.4870531,1,10.440158,8.5419472
2024-01-09,SYN08,9.7868704,9.8924608,9.6890017,9.7945156,100000,9.7868704,9.7945156,1,10.765557,8.8081834
2024-01-09,SYN09,9.819395,9.9213185,9.721201,9.8230876,100000,9.819395,9.8230876,1,10.801334,8.8374555
2024-01-09,SYN10,9.8730526,9.9717831,9.772028,9.8707354,100000,9.8730526,9.8707354,1,10.860358,8.8857473
2024-01-09,SYN11,10.642283,10.771619,10.53586,10.664969,100000,10.642283,10.664969,1,11.706511,9.5780543
2024-01-10,SYN00,9.9025786,10.037388,9.8035528,9.9380079,100000,9.9025786,9.9380079,1,10.892836,8.9123207
2024-01-10,SYN01,9.926283,10.025546,9.8263109,9.9255666,100000,9.926283,9.9255666,1,10.918911,8.9336547
2024-01-10,SYN02,9.444336,9.5387793,9.3208188,9.4149685,100000,9.444336,9.4149685,1,10.38877,8.4999024
2024-01-10,SYN03,10.126256,10.227518,9.9999218,10.100931,100000,10.126256,10.100931,1,11.138881,9.1136301
2024-01-10,SYN04,10.109956,10.229408,10.008856,10.128126,100000,10.109956,10.128126,1,11.120951,9.0989601
2024-01-10,SYN05,10.41869,10.522877,10.298413,10.402438,100000,10.41869,10.402438,1,11.460559,9.3768213
2024-01-10,SYN06,9.9853555,10.085209,9.8792422,9.9790325,100000,9.9853555,9.9790325,1,10.983891,8.98682
2024-01-10,SYN07,9.6628284,9.7594567,9.5440595,9.6404642,100000,9.6628284,9.6404642,1,10.629111,8.6965456
2024-01-10,SYN08,9.7703563,9.8680599,9.6474757,9.744925,100000,9.7703563,9.744925,1,10.747392,8.7933207
2024-01-10,SYN09,9.8414994,9.9642298,9.7430844,9.8655741,100000,9.8414994,9.8655741,1,10.825649,8.8573494
2024-01-10,SYN10,9.853886,9.9524248,9.7204999,9.8186868,100000,9.853886,9.8186868,1,10.839275,8.8684974
2024-01-10,SYN11,10.581669,10.712708,10.475853,10.606642,100000,10.581669,10.606642,1,11.639836,9.5235024
2024-01-11,SYN00,10.112595,10.217335,10.011469,10.116173,100000,10.112595,10.116173,1,11.123854,9.1013351
2024-01-11,SYN01,9.8073356,9.9216618,9.7092622,9.8234275,100000,9.8073356,9.8234275,1,10.788069,8.826602
2024-01-11,SYN02,9.3354654,9.42882,9.2225995,9.3157571,100000,9.3354654,9.3157571,1,10.269012,8.4019188
2024-01-11,SYN03,10.274082,10.376823,10.152436,10.254986,100000,10.274082,10.254986,1,11.30149,9.2466739
2024-01-11,SYN04,10.146271,10.247734,10.026334,10.12761,100000,10.146271,10.12761,1,11.160898,9.131644
2024-01-11,SYN05,10.65693,10.7635,10.530984,10.637357,100000,10.65693,10.637357,1,11.722623,9.5912373
2024-01-11,SYN06,9.995254,10.095207,9.8890953,9.9889852,100000,9.995254,9.9889852,1,10.994779,8.9957286
2024-01-11,SYN07,9.714554,9.8382079,9.6174085,9.7407999,100000,9.714554,9.7407999,1,10.686009,8.7430986
2024-01-11,SYN08,9.9810878,10.126301,9.881277,10.02604,100000,9.9810878,10.02604,1,10.979197,8.9829791
2024-01-11,SYN09,9.792144,9.9012426,9.6942225,9.8032105,100000,9.792144,9.8032105,1,10.771358,8.8129296
2024-01-11,SYN10,9.7533011,9.8508341,9.6508692,9.7483527,100000,9.7533011,9.7483527,1,10.728631,8.777971
2024-01-11,SYN11,10.637107,10.758151,10.530736,10.651635,100000,10.637107,10.651635,1,11.700818,9.5733963
2024-01-12,SYN00,10.122382,10.223606,9.9788175,10.079614,100000,10.122382,10.079614,1,11.13462,9.1101436
2024-01-12,SYN01,9.8905758,9.9894816,9.7814115,9.8802136,100000,9.8905758,9.8802136,1,10.879633,8.9015183
2024-01-12,SYN02,9.2708895,9.369275,9.1781806,9.2765099,100000,9.2708895,9.2765099,1,10.197978,8.3438006
2024-01-12,SYN03,10.455156,10.559708,10.332747,10.437118,100000,10.455156,10.437118,1,11.500672,9.4096408
2024-01-12,SYN04,9.9407401,10.078805,9.8413327,9.9790147,100000,9.9407401,9.9790147,1,10.934814,8.9466661
2024-01-12,SYN05,10.408831,10.512919,10.298103,10.402125,100000,10.408831,10.402125,1,11.449714,9.367948
2024-01-12,SYN06,9.818793,9.916981,9.720542,9.8187292,100000,9.818793,9.8187292,1,10.800672,8.8369137
2024-01-12,SYN07,9.8334743,9.9323089,9.7351396,9.8339692,100000,9.8334743,9.8339692,1,10.816822,8.8501269
2024-01-12,SYN08,10.069076,10.194315,9.9683853,10.093381,100000,10.069076,10.093381,1,11.075984,9.0621685
2024-01-12,SYN09,9.6789447,9.7814223,9.5821552,9.6845765,100000,9.6789447,9.6845765,1,10.646839,8.7110502
2024-01-12,SYN10,9.5588883,9.6609026,9.4632995,9.5652501,100000,9.5588883,9.5652501,1,10.514777,8.6029995
2024-01-12,SYN11,10.388406,10.501942,10.284522,10.397962,100000,10.388406,10.397962,1,11.427247,9.3495658
2024-01-15,SYN00,10.010783,10.11089,9.9001246,10.000126,100000,10.010783,10.000126,1,11.011861,9.0097043
2024-01-15,SYN01,9.8308065,9.9504172,9.7324984,9.8518983,100000,9.8308065,9.8518983,1,10.813887,8.8477259
2024-01-15,SYN02,9.3447677,9.4382154,9.2311275,9.3243712,100000,9.3447677,9.3243712,1,10.279244,8.4102909
2024-01-15,SYN03,10.529824,10.685616,10.424526,10.579818,100000,10.529824,10.579818,1,11.582806,9.4768416
2024-01-15,SYN04,9.9374441,10.063428,9.8380697,9.9637904,100000,9.9374441,9.9637904,1,10.931189,8.9436997
2024-01-15,SYN05,10.297761,10.400739,10.184513,10.287387,100000,10.297761,10.287387,1,11.327537,9.2679851
2024-01-15,SYN06,9.8743198,9.9795411,9.7755766,9.8807338,100000,9.8743198,9.8807338,1,10.861752,8.8868878
2024-01-15,SYN07,9.8066138,9.90468,9.7047752,9.8028032,100000,9.8066138,9.8028032,1,10.787275,8.8259524
2024-01-15,SYN08,10.283477,10.386312,10.155544,10.258125,100000,10.283477,10.258125,1,11.311825,9.2551296
2024-01-15,SYN09,9.674952,9.7717015,9.5661007,9.662728,100000,9.674952,9.662728,1,10.642447,8.7074568
2024-01-15,SYN10,9.2637107,9.388925,9.1710736,9.2959653,100000,9.2637107,9.2959653,1,10.190082,8.3373396
2024-01-15,SYN11,10.471095,10.575806,10.36457,10.469263,100000,10.471095,10.469263,1,11.518204,9.4239855
2024-01-16,SYN00,10.239266,10.341659,10.134177,10.236543,100000,10.239266,10.236543,1,11.263193,9.2153398
2024-01-16,SYN01,9.8710836,9.9697944,9.770773,9.8694676,100000,9.8710836,9.8694676,1,10.858192,8.8839752
2024-01-16,SYN02,9.2310049,9.3458645,9.1386949,9.2533312,100000,9.2310049,9.2533312,1,10.154105,8.3079044
2024-01-16,SYN03,10.535641,10.640997,10.423751,10.529041,100000,10.535641,10.529041,1,11.589205,9.4820769
2024-01-16,SYN04,9.9887885,10.098242,9.8889006,9.9982595,100000,9.9887885,9.9982595,1,10.987667,8.9899096
2024-01-16,SYN05,10.501653,10.606669,10.352044,10.456611,100000,10.501653,10.456611,1,11.551818,9.4514874
2024-01-16,SYN06,10.101993,10.203013,9.9953498,10.096313,100000,10.101993,10.096313,1,11.112192,9.0917935
2024-01-16,SYN07,9.7129138,9.8194281,9.6157847,9.7222061,100000,9.7129138,9.7222061,1,10.684205,8.7416224
2024-01-16,SYN08,9.986377,10.087396,9.8865133,9.987521,100000,9.986377,9.987521,1,10.985015,8.9877393
2024-01-16,SYN09,9.4514906,9.5524647,9.3569757,9.4578858,100000,9.4514906,9.4578858,1,10.39664,8.5063415
2024-01-16,SYN10,9.2755589,9.3770664,9.1828033,9.2842242,100000,9.2755589,9.2842242,1,10.203115,8.348003
2024-01-16,SYN11,10.350355,10.453859,10.230932,10.334274,100000,10.350355,10.334274,1,11.385391,9.3153197
2024-01-17,SYN00,10.153968,10.255508,10.049839,10.151353,100000,10.153968,10.151353,1,11.169365,9.1385713
2024-01-17,SYN01,9.8350418,9.9333922,9.716863,9.8150132,100000,9.8350418,9.8150132,1,10.818546,8.8515376
2024-01-17,SYN02,9.2756425,9.368399,9.1635712,9.2561325,100000,9.2756425,9.2561325,1,10.203207,8.3480783
2024-01-17,SYN03,10.666264,10.772927,10.530334,10.636701,100000,10.666264,10.636701,1,11.732891,9.5996379
2024-01-17,SYN04,9.9476732,10.04715,9.8415932,9.9410032,100000,9.9476732,9.9410032,1,10.94244,8.9529058
2024-01-17,SYN05,10.388245,10.526727,10.284363,10.422502,100000,10.388245,10.422502,1,11.42707,9.3494209
2024-01-17,SYN06,10.203708,10.32671,10.101671,10.224465,100000,10.203708,10.224465,1,11.224079,9.1833376
2024-01-17,SYN07,9.588429,9.7220572,9.4925447,9.6257992,100000,9.588429,9.6257992,1,10.547272,8.6295861
2024-01-17,SYN08,9.9861299,10.085991,9.861921,9.9615363,100000,9.9861299,9.9615363,1,10.984743,8.9875169
2024-01-17,SYN09,9.4251929,9.5194449,9.295027,9.3889162,100000,9.4251929,9.3889162,1,10.367712,8.4826736
2024-01-17,SYN10,9.3594548,9.4538827,9.2658603,9.3602799,100000,9.3594548,9.3602799,1,10.2954,8.4235094
2024-01-17,SYN11,10.346136,10.484634,10.242675,10.380826,100000,10.346136,10.380826,1,11.38075,9.3115228
2024-01-18,SYN00,10.271302,10.387775,10.168589,10.284925,100000,10.271302,10.284925,1,11.298432,9.2441716
2024-01-18,SYN01,9.8119573,9.9100768,9.7082452,9.8063083,100000,9.8119573,9.8063083,1,10.793153,8.8307615
2024-01-18,SYN02,9.2283392,9.3331754,9.1360558,9.2407677,100000,9.2283392,9.2407677,1,10.151173,8.3055053
2024-01-18,SYN03,10.712422,10.819727,10.605298,10.712601,100000,10.712422,10.712601,1,11.783665,9.6411801
2024-01-18,SYN04,10.09122,10.192132,9.9848579,10.085715,100000,10.09122,10.085715,1,11.100342,9.0820979
2024-01-18,SYN05,10.31143,10.415379,10.208315,10.312257,100000,10.31143,10.312257,1,11.342572,9.2802866
2024-01-18,SYN06,10.377006,10.480776,10.238259,10.341675,100000,10.377006,10.341675,1,11.414706,9.3393051
2024-01-18,SYN07,9.6394116,9.7358057,9.5267152,9.6229447,100000,9.6394116,9.6229447,1,10.603353,8.6754705
2024-01-18,SYN08,9.9310703,10.031979,9.8317596,9.9326521,100000,9.9310703,9.9326521,1,10.924177,8.9379633
2024-01-18,SYN09,9.1078587,9.2114522,9.0167801,9.1202497,100000,9.1078587,9.1202497,1,10.018645,8.1970728
2024-01-18,SYN10,9.5229744,9.6301473,9.4277447,9.5347993,100000,9.5229744,9.5347993,1,10.475272,8.570677
2024-01-18,SYN11,10.390577,10.508017,10.286671,10.403978,100000,10.390577,10.403978,1,11.429635,9.3515193
2024-01-19,SYN00,10.320083,10.428218,10.216882,10.324968,100000,10.320083,10.324968,1,11.352091,9.2880745
2024-01-19,SYN01,9.6854479,9.7823024,9.5564587,9.6529886,100000,9.6854479,9.6529886,1,10.653993,8.7169031
2024-01-19,SYN02,9.2053475,9.3005913,9.113294,9.2085063,100000,9.2053475,9.2085063,1,10.125882,8.2848127
2024-01-19,SYN03,10.757913,10.878275,10.650334,10.770569,100000,10.757913,10.770569,1,11.833704,9.6821218
2024-01-19,SYN04,10.110856,10.211964,9.9953088,10.096271,100000,10.110856,10.096271,1,11.121941,9.0997701
2024-01-19,SYN05,10.29472,10.405358,10.191772,10.302335,100000,10.29472,10.302335,1,11.324192,9.2652477
2024-01-19,SYN06,10.280277,10.408638,10.177474,10.305582,100000,10.280277,10.305582,1,11.308305,9.2522493
2024-01-19,SYN07,9.6112247,9.7204629,9.5151125,9.6242207,100000,9.6112247,9.6242207,1,10.572347,8.6501023
2024-01-19,SYN08,9.9775055,10.077281,9.8733907,9.973122,100000,9.9775055,9.973122,1,10.975256,8.979755
2024-01-19,SYN09,9.1169562,9.2252927,9.0257866,9.1339532,100000,9.1169562,9.1339532,1,10.028652,8.2052606
2024-01-19,SYN10,9.4966892,9.6000064,9.4017223,9.5049568,100000,9.4966892,9.5049568,1,10.446358,8.5470203
2024-01-19,SYN11,10.428833,10.533122,10.307018,10.411129,100000,10.428833,10.411129,1,11.471717,9.3859501
2024-01-22,SYN00,10.297471,10.419464,10.194497,10.316301,100000,10.297471,10.316301,1,11.327219,9.2677243
2024-01-22,SYN01,9.7325688,9.8298944,9.6227939,9.7199939,100000,9.7325688,9.7199939,1,10.705826,8.7593119
2024-01-22,SYN02,9.1967579,9.2925343,9.1047903,9.200529,100000,9.1967579,9.200529,1,10.116434,8.2770821
2024-01-22,SYN03,10.70634,10.813403,10.562269,10.668958,100000,10.70634,10.668958,1,11.776974,9.6357059
2024-01-22,SYN04,10.123384,10.224618,9.980437,10.081249,100000,10.123384,10.081249,1,11.135722,9.1110455
2024-01-22,SYN05,10.27189,10.374608,10.163099,10.265757,100000,10.27189,10.265757,1,11.299079,9.2447006
2024-01-22,SYN06,10.19537,10.318869,10.093416,10.216702,100000,10.19537,10.216702,1,11.214907,9.1758328
2024-01-22,SYN07,9.4444067,9.5388508,9.3359106,9.4302127,100000,9.4444067,9.4302127,1,10.388847,8.4999661
2024-01-22,SYN08,9.9903682,10.090272,9.854995,9.9545404,100000,9.9903682,9.9545404,1,10.989405,8.9913314
2024-01-22,SYN09,8.9432316,9.0473575,8.8537993,8.9577797,100000,8.9432316,8.9577797,1,9.8375548,8.0489085
2024-01-22,SYN10,9.4554793,9.5500341,9.3345071,9.4287951,100000,9.4554793,9.4287951,1,10.401027,8.5099314
2024-01-22,SYN11,10.582667,10.68929,10.476841,10.583455,100000,10.582667,10.583455,1,11.640934,9.5244005
2024-01-23,SYN00,10.331049,10.434359,10.21445,10.317627,100000,10.331049,10.317627,1,11.364154,9.2979438
2024-01-23,SYN01,9.7623483,9.8599717,9.6431675,9.7405732,100000,9.7623483,9.7405732,1,10.738583,8.7861134
2024-01-23,SYN02,9.2169117,9.3090808,9.1047005,9.1966672,100000,9.2169117,9.1966672,1,10.138603,8.2952205
2024-01-23,SYN03,10.773851,10.92054,10.666112,10.812416,100000,10.773851,10.812416,1,11.851236,9.6964656
2024-01-23,SYN04,10.238482,10.340866,10.1149,10.217071,100000,10.238482,10.217071,1,11.26233,9.2146335
2024-01-23,SYN05,9.986978,10.091089,9.8871082,9.9911771,100000,9.986978,9.9911771,1,10.985676,8.9882802
2024-01-23,SYN06,10.119679,10.247824,10.018482,10.146361,100000,10.119679,10.146361,1,11.131647,9.1077112
2024-01-23,SYN07,9.3687373,9.4624247,9.2517959,9.3452484,100000,9.3687373,9.3452484,1,10.305611,8.4318636
2024-01-23,SYN08,10.007187,10.135446,9.9071147,10.035095,100000,10.007187,10.035095,1,11.007905,9.0064679
2024-01-23,SYN09,8.8590368,8.9476272,8.7668809,8.8554353,100000,8.8590368,8.8554353,1,9.7449405,7.9731332
2024-01-23,SYN10,9.4622316,9.5568539,9.3564593,9.450969,100000,9.4622316,9.450969,1,10.408455,8.5160084
2024-01-23,SYN11,10.57902,10.68481,10.469772,10.575527,100000,10.57902,10.575527,1,11.636921,9.5211176
2024-01-24,SYN00,10.185536,10.287392,10.071832,10.173567,100000,10.185536,10.173567,1,11.20409,9.1669827
2024-01-24,SYN01,9.8354972,9.9338522,9.7183443,9.8165094,100000,9.8354972,9.8165094,1,10.819047,8.8519475
2024-01-24,SYN02,9.3433744,9.4552073,9.2499407,9.3615914,100000,9.3433744,9.3615914,1,10.277712,8.409037
2024-01-24,SYN03,11.024137,11.134378,10.884411,10.994354,100000,11.024137,10.994354,1,12.126551,9.9217234
2024-01-24,SYN04,10.095524,10.196479,9.9874713,10.088355,100000,10.095524,10.088355,1,11.105076,9.0859715
2024-01-24,SYN05,10.061208,10.187564,9.9605955,10.086697,100000,10.061208,10.086697,1,11.067328,9.0550868
2024-01-24,SYN06,10.083566,10.199734,9.9827302,10.098747,100000,10.083566,10.098747,1,11.091922,9.0752093
2024-01-24,SYN07,9.312682,9.4058088,9.1807581,9.273493,100000,9.312682,9.273493,1,10.24395,8.3814138
2024-01-24,SYN08,10.244408,10.352311,10.141963,10.249813,100000,10.244408,10.249813,1,11.268848,9.2199668
2024-01-24,SYN09,8.7361389,8.8235003,8.6267362,8.713875,100000,8.7361389,8.713875,1,9.6097528,7.862525
2024-01-24,SYN10,9.4892697,9.5841624,9.3914632,9.4863264,100000,9.4892697,9.4863264,1,10.438197,8.5403428
2024-01-24,SYN11,10.827959,10.936239,10.689401,10.797375,100000,10.827959,10.797375,1,11.910755,9.7451634
2024-01-25,SYN00,10.144121,10.251151,10.042679,10.149655,100000,10.144121,10.149655,1,11.158533,9.1297085
2024-01-25,SYN01,9.8723519,9.9710755,9.7691798,9.8678583,100000,9.8723519,9.8678583,1,10.859587,8.8851167
2024-01-25,SYN02,9.3881738,9.4820555,9.2723709,9.3660312,100000,9.3881738,9.3660312,1,10.326991,8.4493564
2024-01-25,SYN03,11.165112,11.276764,11.049077,11.160684,100000,11.165112,11.160684,1,12.281624,10.048601
2024-01-25,SYN04,10.056354,10.171098,9.9557907,10.070394,100000,10.056354,10.070394,1,11.06199,9.0507188
2024-01-25,SYN05,9.9410459,10.054127,9.8416354,9.954581,100000,9.9410459,9.954581,1,10.93515,8.9469413
2024-01-25,SYN06,10.187512,10.291106,10.085637,10.189214,100000,10.187512,10.189214,1,11.206263,9.1687609
2024-01-25,SYN07,9.4577244,9.5523017,9.3547038,9.4491958,100000,9.4577244,9.4491958,1,10.403497,8.511952
2024-01-25,SYN08,9.9905064,10.105105,9.8906013,10.005054,100000,9.9905064,10.005054,1,10.989557,8.9914557
2024-01-25,SYN09,8.7670532,8.8547237,8.6669877,8.754533,100000,8.7670532,8.754533,1,9.6437585,7.8903478
2024-01-25,SYN10,9.4320492,9.5263697,9.3109427,9.4049926,100000,9.4320492,9.4049926,1,10.375254,8.4888443
2024-01-25,SYN11,10.738831,10.846219,10.605541,10.712667,100000,10.738831,10.712667,1,11.812714,9.6649476
2024-01-26,SYN00,10.272262,10.414119,10.169539,10.311009,100000,10.272262,10.311009,1,11.299488,9.2450358
2024-01-26,SYN01,9.6583375,9.7549208,9.5397668,9.6361281,100000,9.6583375,9.6361281,1,10.624171,8.6925037
2024-01-26,SYN02,9.3535235,9.4470587,9.2460764,9.3394711,100000,9.3535235,9.3394711,1,10.288876,8.4181712
2024-01-26,SYN03,11.374054,11.487794,11.259382,11.373114,100000,11.374054,11.373114,1,12.511459,10.236648
2024-01-26,SYN04,10.103834,10.204873,10.000554,10.10157,100000,10.103834,10.10157,1,11.114218,9.093451
2024-01-26,SYN05,9.9277648,10.027042,9.8114124,9.9105176,100000,9.9277648,9.9105176,1,10.920541,8.9349883
2024-01-26,SYN06,10.361901,10.46552,10.247241,10.350748,100000,10.361901,10.350748,1,11.398091,9.3257105
2024-01-26,SYN07,9.3350996,9.4284506,9.2384277,9.3317452,100000,9.3350996,9.3317452,1,10.26861,8.4015896
2024-01-26,SYN08,9.8553388,9.9650759,9.7567854,9.8664118,100000,9.8553388,9.8664118,1,10.840873,8.8698049
2024-01-26,SYN09,9.0077336,9.1146816,8.9176563,9.0244372,100000,9.0077336,9.0244372,1,9.9085069,8.1069602
2024-01-26,SYN10,9.4273566,9.5311938,9.333083,9.4368255,100000,9.4273566,9.4368255,1,10.370092,8.4846209
2024-01-26,SYN11,10.873855,11.012633,10.765116,10.903597,100000,10.873855,10.903597,1,11.96124,9.7864692
